sample,channel_idx,channel_name,time,band,fRMSE
33,0,density,8,mid,1.0226187705993652
33,0,density,8,high,1.0205538272857666
33,0,density,9,low,0.11648353934288025
33,0,density,9,mid,1.0055961608886719
33,0,density,9,high,1.0106570720672607
33,0,density,10,low,0.11485742032527924
33,0,density,10,mid,1.00275719165802
33,0,density,10,high,1.003451943397522
33,1,pressure,0,low,0.15979436039924622
33,1,pressure,0,mid,1.013678789138794
33,1,pressure,0,high,1.0161614418029785
33,1,pressure,1,low,0.1671396791934967
33,1,pressure,1,mid,1.0141352415084839
33,1,pressure,1,high,1.0152469873428345
33,1,pressure,2,low,0.16692999005317688
33,1,pressure,2,mid,1.0134741067886353
33,1,pressure,2,high,1.0134904384613037
33,1,pressure,3,low,0.16135893762111664
33,1,pressure,3,mid,1.0077385902404785
33,1,pressure,3,high,1.0096983909606934
33,1,pressure,4,low,0.17158061265945435
33,1,pressure,4,mid,1.0083214044570923
33,1,pressure,4,high,1.0053117275238037
33,1,pressure,5,low,0.16953304409980774
33,1,pressure,5,mid,1.0081840753555298
33,1,pressure,5,high,1.0089170932769775
33,1,pressure,6,low,0.14526864886283875
33,1,pressure,6,mid,1.004572868347168
33,1,pressure,6,high,1.0090211629867554
33,1,pressure,7,low,0.19068431854248047
33,1,pressure,7,mid,1.008164644241333
33,1,pressure,7,high,1.0059518814086914
33,1,pressure,8,low,0.18074844777584076
33,1,pressure,8,mid,1.0021945238113403
33,1,pressure,8,high,1.0038882493972778
33,1,pressure,9,low,0.16379235684871674
33,1,pressure,9,mid,0.9997650384902954
33,1,pressure,9,high,1.0024535655975342
33,1,pressure,10,low,0.16503800451755524
33,1,pressure,10,mid,1.0013182163238525
33,1,pressure,10,high,1.0009242296218872
33,2,Vx,0,low,1.028159499168396
33,2,Vx,0,mid,1.0245651006698608
33,2,Vx,0,high,1.020958662033081
33,2,Vx,1,low,0.9983115196228027
33,2,Vx,1,mid,1.0281322002410889
33,2,Vx,1,high,1.0161809921264648
33,2,Vx,2,low,1.007082462310791
33,2,Vx,2,mid,1.0169838666915894
33,2,Vx,2,high,1.0093914270401
33,2,Vx,3,low,1.031954288482666
33,2,Vx,3,mid,1.008457064628601
33,2,Vx,3,high,1.0053036212921143
33,2,Vx,4,low,1.0238641500473022
33,2,Vx,4,mid,1.0048284530639648
33,2,Vx,4,high,1.0041494369506836
33,2,Vx,5,low,1.0286866426467896
33,2,Vx,5,mid,1.00528085231781
33,2,Vx,5,high,1.00452721118927
33,2,Vx,6,low,1.011763572692871
33,2,Vx,6,mid,1.0013643503189087
33,2,Vx,6,high,1.0040465593338013
33,2,Vx,7,low,1.014157772064209
33,2,Vx,7,mid,1.0013866424560547
33,2,Vx,7,high,1.0037938356399536
33,2,Vx,8,low,1.0154316425323486
33,2,Vx,8,mid,0.9994747042655945
33,2,Vx,8,high,1.0019724369049072
33,2,Vx,9,low,1.0129218101501465
33,2,Vx,9,mid,1.0004768371582031
33,2,Vx,9,high,1.0007126331329346
33,2,Vx,10,low,1.0109764337539673
33,2,Vx,10,mid,1.000593662261963
33,2,Vx,10,high,1.000328779220581
33,3,Vy,0,low,0.9993337988853455
33,3,Vy,0,mid,1.0288037061691284
33,3,Vy,0,high,1.013214111328125
33,3,Vy,1,low,1.002799391746521
33,3,Vy,1,mid,1.028140664100647
33,3,Vy,1,high,1.0123835802078247
33,3,Vy,2,low,0.9938409328460693
33,3,Vy,2,mid,1.0168174505233765
33,3,Vy,2,high,1.0103402137756348
33,3,Vy,3,low,0.9899083375930786
33,3,Vy,3,mid,1.0157212018966675
33,3,Vy,3,high,1.0069884061813354
33,3,Vy,4,low,0.992766797542572
33,3,Vy,4,mid,1.004583477973938
33,3,Vy,4,high,1.007520318031311
33,3,Vy,5,low,0.9846155047416687
33,3,Vy,5,mid,1.0004833936691284
33,3,Vy,5,high,1.003098726272583
33,3,Vy,6,low,0.9714841246604919
33,3,Vy,6,mid,1.0022549629211426
33,3,Vy,6,high,1.0027676820755005
33,3,Vy,7,low,0.9637283682823181
33,3,Vy,7,mid,1.0037841796875
33,3,Vy,7,high,1.0011144876480103
33,3,Vy,8,low,0.9790199995040894
33,3,Vy,8,mid,1.003454327583313
33,3,Vy,8,high,1.0009675025939941
33,3,Vy,9,low,0.9925081133842468
33,3,Vy,9,mid,1.0001994371414185
33,3,Vy,9,high,1.0002628564834595
33,3,Vy,10,low,0.9812500476837158
33,3,Vy,10,mid,0.9996836185455322
33,3,Vy,10,high,1.0001587867736816
34,0,density,0,low,0.15938112139701843
34,0,density,0,mid,1.046910285949707
34,0,density,0,high,1.033839464187622
34,0,density,1,low,0.1773858219385147
34,0,density,1,mid,1.0570273399353027
34,0,density,1,high,1.0347974300384521
34,0,density,2,low,0.17240025103092194
34,0,density,2,mid,1.0447477102279663
34,0,density,2,high,1.0278522968292236
34,0,density,3,low,0.15240424871444702
34,0,density,3,mid,1.0352367162704468
34,0,density,3,high,1.027818202972412
34,0,density,4,low,0.14841312170028687
34,0,density,4,mid,1.022226095199585
34,0,density,4,high,1.0176854133605957
34,0,density,5,low,0.16215147078037262
34,0,density,5,mid,1.0264161825180054
34,0,density,5,high,1.0163013935089111
34,0,density,6,low,0.1558743268251419
34,0,density,6,mid,1.0224661827087402
34,0,density,6,high,1.0193194150924683
34,0,density,7,low,0.1620333045721054
34,0,density,7,mid,1.018957257270813
34,0,density,7,high,1.0137649774551392
34,0,density,8,low,0.17368708550930023
34,0,density,8,mid,1.005922555923462
34,0,density,8,high,1.0093159675598145
34,0,density,9,low,0.18866471946239471
34,0,density,9,mid,1.0063406229019165
34,0,density,9,high,1.007023572921753
34,0,density,10,low,0.20928308367729187
34,0,density,10,mid,1.0024889707565308
34,0,density,10,high,1.0025603771209717
34,1,pressure,0,low,0.1478356271982193
34,1,pressure,0,mid,1.0186480283737183
34,1,pressure,0,high,1.0141974687576294
34,1,pressure,1,low,0.1637636423110962
34,1,pressure,1,mid,1.014236569404602
34,1,pressure,1,high,1.0151910781860352
34,1,pressure,2,low,0.1595546305179596
34,1,pressure,2,mid,1.0151445865631104
34,1,pressure,2,high,1.0127536058425903
34,1,pressure,3,low,0.1535610407590866
34,1,pressure,3,mid,1.0071845054626465
34,1,pressure,3,high,1.0086466073989868
34,1,pressure,4,low,0.15395238995552063
34,1,pressure,4,mid,1.0061641931533813
34,1,pressure,4,high,1.0090335607528687
34,1,pressure,5,low,0.18237009644508362
34,1,pressure,5,mid,1.0072897672653198
34,1,pressure,5,high,1.0063992738723755
34,1,pressure,6,low,0.16091525554656982
34,1,pressure,6,mid,1.0066624879837036
34,1,pressure,6,high,1.0087416172027588
34,1,pressure,7,low,0.16580069065093994
34,1,pressure,7,mid,1.0105762481689453
34,1,pressure,7,high,1.006613850593567
34,1,pressure,8,low,0.1713743507862091
34,1,pressure,8,mid,1.0030850172042847
34,1,pressure,8,high,1.0048563480377197
34,1,pressure,9,low,0.16352872550487518
34,1,pressure,9,mid,1.0023454427719116
34,1,pressure,9,high,1.0050376653671265
34,1,pressure,10,low,0.18477357923984528
34,1,pressure,10,mid,1.0012843608856201
34,1,pressure,10,high,1.0014312267303467
34,2,Vx,0,low,0.9999186992645264
34,2,Vx,0,mid,1.000853419303894
34,2,Vx,0,high,1.001546859741211
34,2,Vx,1,low,0.9961573481559753
34,2,Vx,1,mid,1.0020015239715576
34,2,Vx,1,high,1.0028120279312134
34,2,Vx,2,low,0.9947159290313721
34,2,Vx,2,mid,1.0011783838272095
34,2,Vx,2,high,1.0020326375961304
34,2,Vx,3,low,0.9948002696037292
34,2,Vx,3,mid,1.0029096603393555
34,2,Vx,3,high,1.0009900331497192
34,2,Vx,4,low,0.9952054023742676
34,2,Vx,4,mid,1.000868797302246
34,2,Vx,4,high,1.0008407831192017
34,2,Vx,5,low,1.0102697610855103
34,2,Vx,5,mid,0.9988711476325989
34,2,Vx,5,high,1.0009312629699707
34,2,Vx,6,low,1.0055382251739502
34,2,Vx,6,mid,1.0008283853530884
34,2,Vx,6,high,1.000656247138977
34,2,Vx,7,low,1.0027949810028076
34,2,Vx,7,mid,1.0003575086593628
34,2,Vx,7,high,1.0002446174621582
34,2,Vx,8,low,1.0108126401901245
34,2,Vx,8,mid,1.0005115270614624
34,2,Vx,8,high,0.9999948143959045
34,2,Vx,9,low,1.0133761167526245
34,2,Vx,9,mid,1.0006134510040283
34,2,Vx,9,high,1.0002366304397583
34,2,Vx,10,low,1.001454472541809
34,2,Vx,10,mid,1.0001267194747925
34,2,Vx,10,high,1.0000548362731934
34,3,Vy,0,low,0.9898130297660828
34,3,Vy,0,mid,1.0007476806640625
34,3,Vy,0,high,1.0011787414550781
34,3,Vy,1,low,0.9867477416992188
34,3,Vy,1,mid,1.003699779510498
34,3,Vy,1,high,1.0003373622894287
34,3,Vy,2,low,0.9945752024650574
34,3,Vy,2,mid,1.0014162063598633
34,3,Vy,2,high,1.0016475915908813
34,3,Vy,3,low,0.9982743263244629
34,3,Vy,3,mid,1.0000749826431274
34,3,Vy,3,high,1.0006142854690552
34,3,Vy,4,low,0.998831570148468
34,3,Vy,4,mid,1.0006983280181885
34,3,Vy,4,high,1.0002610683441162
34,3,Vy,5,low,1.0023168325424194
34,3,Vy,5,mid,1.0010249614715576
34,3,Vy,5,high,1.0002293586730957
34,3,Vy,6,low,0.9907869696617126
34,3,Vy,6,mid,1.000750184059143
34,3,Vy,6,high,1.0001875162124634
34,3,Vy,7,low,0.9862043261528015
34,3,Vy,7,mid,1.0006413459777832
34,3,Vy,7,high,1.000312089920044
34,3,Vy,8,low,0.982739269733429
34,3,Vy,8,mid,1.0002132654190063
34,3,Vy,8,high,1.0002557039260864
34,3,Vy,9,low,0.9834194779396057
34,3,Vy,9,mid,0.999682605266571
34,3,Vy,9,high,1.000046730041504
34,3,Vy,10,low,0.9943221807479858
34,3,Vy,10,mid,1.0000345706939697
34,3,Vy,10,high,0.999862015247345
35,0,density,0,low,0.44478198885917664
35,0,density,0,mid,1.0047168731689453
35,0,density,0,high,1.0088591575622559
35,0,density,1,low,0.5311381816864014
35,0,density,1,mid,1.00617253780365
35,0,density,1,high,1.011446237564087
35,0,density,2,low,0.36471354961395264
35,0,density,2,mid,1.0086277723312378
35,0,density,2,high,1.0068645477294922
35,0,density,3,low,0.3337591588497162
35,0,density,3,mid,1.0043410062789917
35,0,density,3,high,1.005846619606018
35,0,density,4,low,0.4656660556793213
35,0,density,4,mid,1.0066804885864258
35,0,density,4,high,1.0062028169631958
35,0,density,5,low,0.43027162551879883
35,0,density,5,mid,1.0059537887573242
35,0,density,5,high,1.004833698272705
35,0,density,6,low,0.3417840003967285
35,0,density,6,mid,1.0031077861785889
35,0,density,6,high,1.0038238763809204
35,0,density,7,low,0.2809469997882843
35,0,density,7,mid,1.0005258321762085
35,0,density,7,high,1.001897931098938
35,0,density,8,low,0.30794575810432434
35,0,density,8,mid,1.0017940998077393
35,0,density,8,high,1.0024534463882446
35,0,density,9,low,0.27581632137298584
35,0,density,9,mid,1.0022515058517456
35,0,density,9,high,1.0016076564788818
35,0,density,10,low,0.2645300328731537
35,0,density,10,mid,1.0006076097488403
35,0,density,10,high,1.0004189014434814
35,1,pressure,0,low,0.5215842127799988
35,1,pressure,0,mid,1.0056177377700806
35,1,pressure,0,high,1.0094130039215088
35,1,pressure,1,low,0.612512469291687
35,1,pressure,1,mid,1.008518099784851
35,1,pressure,1,high,1.009468674659729
35,1,pressure,2,low,0.4729284644126892
35,1,pressure,2,mid,1.0133922100067139
35,1,pressure,2,high,1.006164789199829
35,1,pressure,3,low,0.469233900308609
35,1,pressure,3,mid,1.0051352977752686
35,1,pressure,3,high,1.0043386220932007
35,1,pressure,4,low,0.5907275676727295
35,1,pressure,4,mid,1.0015372037887573
35,1,pressure,4,high,1.0035006999969482
35,1,pressure,5,low,0.5872887372970581
35,1,pressure,5,mid,1.0038485527038574
35,1,pressure,5,high,1.0027680397033691
35,1,pressure,6,low,0.5052118897438049
35,1,pressure,6,mid,1.001437783241272
35,1,pressure,6,high,1.0020440816879272
35,1,pressure,7,low,0.4700714647769928
35,1,pressure,7,mid,1.0019487142562866
35,1,pressure,7,high,1.001090168952942
35,1,pressure,8,low,0.49078524112701416
35,1,pressure,8,mid,1.0001885890960693
35,1,pressure,8,high,1.001355528831482
